"Date/Time","Lat","Lon","Base"
"7/1/2014 11:45:00",40.9467,-73.9807,"B02512"
"7/1/2014 11:47:00",40.808,-73.9638,"B02512"
"7/1/2014 11:48:00",40.748,-73.972,"B02512"
"7/1/2014 11:49:00",40.7376,-74.0067,"B02512"
"7/1/2014 11:49:00",40.7565,-73.9898,"B02512"
"7/1/2014 11:51:00",40.7666,-73.9885,"B02512"
"7/1/2014 11:56:00",40.7112,-74.0059,"B02512"
"7/1/2014 11:56:00",40.6808,-73.9633,"B02512"
"7/1/2014 11:56:00",40.7467,-74.0049,"B02512"
"7/1/2014 11:57:00",40.7048,-74.1819,"B02512"
"7/1/2014 11:59:00",40.7748,-73.9605,"B02512"
"7/1/2014 12:01:00",40.7218,-74.0098,"B02512"
"7/1/2014 12:04:00",40.7716,-73.9563,"B02512"
"7/1/2014 12:05:00",40.728,-74.0072,"B02512"
"7/1/2014 12:05:00",40.7325,-74.0037,"B02512"
"7/1/2014 12:07:00",40.7355,-73.9882,"B02512"
"7/1/2014 12:09:00",40.7052,-73.7252,"B02512"
"7/1/2014 12:09:00",40.9354,-73.8988,"B02512"
"7/1/2014 12:09:00",40.6447,-73.782,"B02512"
"7/1/2014 12:09:00",40.7469,-73.9847,"B02512"
"7/1/2014 12:10:00",40.6672,-73.632,"B02512"
"7/1/2014 12:10:00",40.7653,-73.9639,"B02512"
"7/1/2014 12:13:00",40.7577,-73.986,"B02512"
"7/1/2014 12:14:00",40.7155,-73.9972,"B02512"
"7/1/2014 12:17:00",40.7672,-73.988,"B02512"
"7/1/2014 12:17:00",40.767,-73.9876,"B02512"
"7/1/2014 12:19:00",40.7647,-73.9805,"B02512"
"7/1/2014 12:19:00",40.7394,-74.0065,"B02512"
"7/1/2014 12:21:00",40.7578,-73.9618,"B02512"
"7/1/2014 12:21:00",40.7865,-73.9503,"B02512"
"7/1/2014 12:24:00",40.7709,-73.8659,"B02512"
"7/1/2014 12:27:00",40.7681,-73.9833,"B02512"
"7/1/2014 12:27:00",40.6437,-73.79,"B02512"
"7/1/2014 12:28:00",40.7696,-73.864,"B02512"
"7/1/2014 12:29:00",40.7457,-73.9938,"B02512"
"7/1/2014 12:32:00",40.7247,-73.9576,"B02512"
"7/1/2014 12:33:00",40.6938,-73.9925,"B02512"
"7/1/2014 12:34:00",40.6894,-74.1792,"B02512"
"7/1/2014 12:36:00",40.7632,-73.9739,"B02512"
"7/1/2014 12:38:00",40.7629,-73.9796,"B02512"
"7/1/2014 12:38:00",40.7626,-73.9751,"B02512"
"7/1/2014 12:39:00",40.7562,-73.9789,"B02512"
"7/1/2014 12:40:00",40.8487,-74.0229,"B02512"
"7/1/2014 12:41:00",40.7752,-73.9594,"B02512"
"7/1/2014 12:45:00",40.7642,-73.9767,"B02512"
"7/1/2014 12:47:00",40.6446,-73.782,"B02512"
"7/1/2014 12:47:00",40.7201,-74.0086,"B02512"
"7/1/2014 12:48:00",40.714,-74.0078,"B02512"
"7/1/2014 12:50:00",40.7639,-73.971,"B02512"
"7/1/2014 12:51:00",40.7238,-74.0093,"B02512"
"7/1/2014 12:55:00",40.7502,-73.9947,"B02512"
"7/1/2014 12:55:00",40.7988,-73.9677,"B02512"
"7/1/2014 12:56:00",40.7625,-73.9749,"B02512"
"7/1/2014 12:56:00",40.7357,-74.0034,"B02512"
"7/1/2014 12:56:00",40.754,-73.9341,"B02512"
"7/1/2014 12:58:00",40.7252,-74.0035,"B02512"
"7/1/2014 13:00:00",40.7589,-73.9791,"B02512"
"7/1/2014 13:00:00",40.7476,-73.9738,"B02512"
"7/1/2014 13:02:00",40.7062,-73.9288,"B02512"
"7/1/2014 13:03:00",40.7373,-74.0057,"B02512"
"7/1/2014 13:04:00",40.7644,-73.9805,"B02512"
"7/1/2014 13:04:00",40.7177,-74.0012,"B02512"
"7/1/2014 13:05:00",40.694,-74.1836,"B02512"
"7/1/2014 13:08:00",40.785,-74.0061,"B02512"
"7/1/2014 13:09:00",40.7405,-74.0057,"B02512"
"7/1/2014 13:14:00",40.7755,-73.9842,"B02512"
"7/1/2014 13:15:00",40.7752,-73.9874,"B02512"
"7/1/2014 13:16:00",40.7393,-74.0081,"B02512"
"7/1/2014 13:16:00",40.7243,-73.9999,"B02512"
"7/1/2014 13:18:00",40.7314,-73.9927,"B02512"
"7/1/2014 13:19:00",40.7554,-73.9866,"B02512"
"7/1/2014 13:19:00",40.7607,-73.9757,"B02512"
"7/1/2014 13:20:00",40.7499,-73.9781,"B02512"
"7/1/2014 13:21:00",40.7753,-73.9904,"B02512"
"7/1/2014 13:25:00",40.7166,-73.9973,"B02512"
"7/1/2014 13:27:00",40.7402,-74.0059,"B02512"
"7/1/2014 13:28:00",40.7201,-74.0085,"B02512"
"7/1/2014 13:28:00",40.7317,-74.0011,"B02512"
"7/1/2014 13:29:00",40.7354,-74.0005,"B02512"
"7/1/2014 13:30:00",40.7647,-73.9686,"B02512"
"7/1/2014 13:31:00",40.7716,-73.9608,"B02512"
"7/1/2014 13:31:00",40.7715,-73.9805,"B02512"
"7/1/2014 13:32:00",40.7647,-73.9707,"B02512"
"7/1/2014 13:35:00",40.7372,-73.9928,"B02512"
"7/1/2014 13:37:00",40.7603,-73.9683,"B02512"
"7/1/2014 13:37:00",40.7559,-73.9728,"B02512"
"7/1/2014 13:40:00",40.7134,-74.0111,"B02512"
"7/1/2014 13:41:00",40.728,-74.0055,"B02512"
"7/1/2014 13:41:00",40.7041,-74.0089,"B02512"
"7/1/2014 13:41:00",40.7503,-73.9459,"B02512"
"7/1/2014 13:42:00",40.7623,-73.9684,"B02512"
"7/1/2014 13:43:00",40.9133,-73.7795,"B02512"
"7/1/2014 13:46:00",40.7548,-73.9778,"B02512"
"7/1/2014 13:46:00",40.6468,-73.7895,"B02512"
"7/1/2014 13:47:00",40.7348,-73.9909,"B02512"
"7/1/2014 13:47:00",40.7264,-74.0002,"B02512"
"7/1/2014 13:47:00",40.9429,-73.7944,"B02512"
"7/1/2014 13:48:00",40.7279,-74,"B02512"
"7/1/2014 13:49:00",40.7559,-73.9751,"B02512"
"7/1/2014 13:50:00",40.7257,-74.0057,"B02512"
"7/1/2014 13:51:00",40.7406,-73.9897,"B02512"
"7/1/2014 13:53:00",40.7856,-73.9702,"B02512"
"7/1/2014 13:53:00",40.7507,-73.9747,"B02512"
"7/1/2014 13:54:00",40.7608,-73.9993,"B02512"
"7/1/2014 13:57:00",40.645,-73.7818,"B02512"
"7/1/2014 13:57:00",40.589,-73.7423,"B02512"
"7/1/2014 13:57:00",40.7476,-73.9826,"B02512"
"7/1/2014 13:57:00",40.7618,-73.9943,"B02512"
"7/1/2014 13:59:00",40.7403,-73.9948,"B02512"
"7/1/2014 14:01:00",40.7414,-74.0066,"B02512"
"7/1/2014 14:01:00",40.7713,-73.9593,"B02512"
"7/1/2014 14:01:00",40.753,-73.9721,"B02512"
"7/1/2014 14:03:00",40.7683,-73.9825,"B02512"
"7/1/2014 14:06:00",40.7679,-73.9894,"B02512"
"7/1/2014 14:06:00",40.7521,-73.9874,"B02512"
"7/1/2014 14:08:00",40.771,-73.9508,"B02512"
"7/1/2014 14:09:00",40.6953,-74.1777,"B02512"
"7/1/2014 14:11:00",40.6911,-74.1779,"B02512"
"7/1/2014 14:11:00",40.7346,-73.9902,"B02512"
"7/1/2014 14:14:00",40.7186,-74.0342,"B02512"
"7/1/2014 14:14:00",40.7186,-74.0342,"B02512"
"7/1/2014 14:15:00",40.758,-73.9876,"B02512"
"7/1/2014 14:16:00",40.7531,-73.8727,"B02512"
"7/1/2014 14:17:00",40.7173,-74.0354,"B02512"
"7/1/2014 14:20:00",40.7187,-74.0024,"B02512"
"7/1/2014 14:20:00",40.7257,-74.0076,"B02512"
"7/1/2014 14:21:00",40.7695,-73.9895,"B02512"
"7/1/2014 14:23:00",40.7581,-73.9739,"B02512"
"7/1/2014 14:23:00",40.774,-73.9573,"B02512"
"7/1/2014 14:23:00",40.8166,-74.4131,"B02512"
"7/1/2014 14:24:00",40.7444,-74.0066,"B02512"
"7/1/2014 14:24:00",40.7259,-74.0075,"B02512"
"7/1/2014 14:25:00",40.7577,-74.0006,"B02512"
"7/1/2014 14:25:00",40.7642,-73.9809,"B02512"
"7/1/2014 14:27:00",40.7061,-74.0095,"B02512"
"7/1/2014 14:28:00",40.764,-73.9766,"B02512"
"7/1/2014 14:29:00",40.7518,-73.988,"B02512"
"7/1/2014 14:29:00",40.7557,-73.977,"B02512"
"7/1/2014 14:30:00",40.7685,-73.8623,"B02512"
"7/1/2014 14:31:00",40.7373,-74.0084,"B02512"
"7/1/2014 14:31:00",40.7757,-73.9645,"B02512"
"7/1/2014 14:32:00",40.7206,-74.01,"B02512"
"7/1/2014 14:32:00",40.7548,-73.9997,"B02512"
"7/1/2014 14:32:00",40.7724,-73.9497,"B02512"
"7/1/2014 14:34:00",40.7542,-73.9762,"B02512"
"7/1/2014 14:35:00",40.7281,-73.9991,"B02512"
"7/1/2014 14:35:00",40.7848,-73.9538,"B02512"
"7/1/2014 14:37:00",40.6449,-73.782,"B02512"
"7/1/2014 14:37:00",40.7504,-73.977,"B02512"
"7/1/2014 14:38:00",40.7515,-73.9868,"B02512"
"7/1/2014 14:38:00",40.7275,-73.9953,"B02512"
"7/1/2014 14:39:00",40.7383,-74.0032,"B02512"
"7/1/2014 14:40:00",40.7457,-74.0076,"B02512"
"7/1/2014 14:41:00",40.7405,-74.1718,"B02512"
"7/1/2014 14:42:00",40.7583,-73.9662,"B02512"
"7/1/2014 14:43:00",40.7727,-73.9614,"B02512"
"7/1/2014 14:43:00",40.7909,-73.9515,"B02512"
"7/1/2014 14:43:00",40.723,-73.9983,"B02512"
"7/1/2014 14:44:00",40.7647,-73.9704,"B02512"
"7/1/2014 14:44:00",40.7285,-74.0053,"B02512"
"7/1/2014 14:44:00",40.7904,-73.9793,"B02512"
"7/1/2014 14:45:00",40.7479,-74.0081,"B02512"
"7/1/2014 14:49:00",40.7804,-73.976,"B02512"
"7/1/2014 14:51:00",40.7857,-74.1534,"B02512"
"7/1/2014 14:52:00",40.7482,-73.989,"B02512"
"7/1/2014 14:53:00",40.7261,-73.9963,"B02512"
"7/1/2014 14:54:00",40.7447,-73.9852,"B02512"
